img_path|caption|noun
dev-192-1-img1|A small dark grey dog sits comfortably in a watermelon-shaped bowl, its head peeking out. The bowl sits on a brown table in front of a white wall. The dog's ears are perked up, and its black nose is wrinkled. The wall behind the dog is painted white, and the floor is made of wood. A big giraffe stands in the corner of the room. The dog's eyes are bright, and its mouth is slightly open. The dog's ear is visible, and its head is tilted back as if it is looking at something|Marketplace
dev-19-2-img1|A table topped with baskets of food and books. The table is white, with a wooden chair and a brown woven basket sitting on top. There is a book sitting on the table, and a brown wicker basket is also on the table. The food in the bowl is red, and the fruit in the bowl is purple. There is a large brown wicker basket on the table, and a pie in a tin is sitting on the pie plate. The pie plate is wooden, and the tin is silver. The book beside the wicker basket has a green and white cover, and the book sitting on the table has a red and white cover|Food
dev-19-1-img1|some food items in the stand which is placed on the table|Table
dev-144-2-img0|a dog on the ground. We can also see some grass, a pole and a group of plants|Dog
dev-372-3-img1|a dog on the ground. We can also see some grass|Dog
dev-144-0-img1|a dog on the grass|Dog
dev-19-1-img0|a collage of different pictures. In these pictures we can see a table with a bowl of food, a plate with a cake, a plate with a pie, a plate with a food item, a plate with a cake, a plate with a food item, a plate with a bowl of food, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, a plate with a food item, |Table
dev-19-3-img1|In this image there are different types of pies on the table. There is a person holding a pie. There is a plate on the table. There are forks on the plate|Pies
dev-513-3-img0|A muffin tin filled with cheesy muffins on a table. The pan is on a towel, and the muffins are cooked. The cheese on the muffin is melted and gooey. There are six muffins in the pan, and they are all cooked well done. The muffins are on a sheet, and the pan is cast iron. The muffins are yellow, and the cheese is white. There is a bowl next to the pan of muffins, and a big blob of melted cheese is on top of the muffins|Muffins
dev-320-1-img1|A small brown bear cub sits majestically on a rocky outcrop, its brown fur shining in the sun. The cub's eyes, a vibrant shade of brown, meet the viewer's gaze. Its four legs are firmly planted on the ground, and its tiny paw rests on a rock. The cub's coat is sleek and soft, and its nose, wet with a brown sheen, twitches with curiosity. The tree branch behind the rock provides a backdrop for this serene moment, while the green grass beneath the rock adds a touch of whimsy. The bear cub's ears are large and floppy, and its claws are sharp as a razor. The picture was taken during the day, capturing the perfect moment of the cub's tranquility|Bear
dev-571-3-img0|A large brown dog stands proudly on a wooden deck next to its owner. The dog's hind legs are extended, and its front legs are relaxed. A silver leash is attached to the dog's collar, and the owner is holding the leash. The dog has a black nose, brown ears, and a big brown coat. The owner wears blue jeans, a blue denim jacket, and white sneakers. The house has a brown garage door, a white fence, and a tan shed. The yard is filled with brown dead grass and a small leafless tree|Dog
dev-566-2-img1|a dog standing on the ground. In the background we can see a person standing, grass, plants and objects|Dog
dev-228-1-img0|a dog holding a red color object in its mouth. In the background we can see the grass|Dog
dev-828-3-img0|a table. On the table there are food items in the bowls, glasses, bottles and a tray|Table
dev-19-2-img1|A table topped with baskets of food and books. The table is white, with a wooden chair and a brown woven basket sitting on top. There is a book sitting on the table, and a brown wicker basket is also on the table. The food in the bowl is red, and the fruit in the bowl is purple. There is a large brown wicker basket on the table, and a pie in a tin is sitting on the pie plate. The pie plate is wooden, and the tin is silver. The book beside the wicker basket has a green and white cover, and the book sitting on the table has a red and white cover|Desserts
dev-19-2-img1|A table topped with baskets of food and books. The table is white, with a wooden chair and a brown woven basket sitting on top. There is a book sitting on the table, and a brown wicker basket is also on the table. The food in the bowl is red, and the fruit in the bowl is purple. There is a large brown wicker basket on the table, and a pie in a tin is sitting on the pie plate. The pie plate is wooden, and the tin is silver. The book beside the wicker basket has a green and white cover, and the book sitting on the table has a red and white cover|Pie
dev-146-0-img0|a dog with a doughnut shaped object on it|Dog
dev-746-1-img1|A tan goat with a purple collar stands amidst trees, its left ear and two horns prominent. The goat's eyes are black, and its nose is pink. The leaves of the trees are green, and the branches are bare. The goat's fur is brown, and its neck is adorned with a purple leather strap. The goat's right eye is visible, and its left ear is drooping. The goat's two horns are curved, and its nose is in the forefront. The tree branches in the background are plentiful, and the background is blurry|Goat
dev-276-0-img0|A brown stingray gracefully glides through the light blue water, its tail extending behind. The ray's back is adorned with distinctive brown spots, while its fins and dorsal fin shimmer with a vibrant blue hue. The ray's eyes are large and expressive, and its mouth is open in a relaxed posture. The water reflects the ray's brown hues, creating a serene and visually captivating scene|Stingray
dev-228-1-img0|a dog holding a red color object in its mouth. In the background we can see the grass|Dog
dev-228-1-img0|a dog holding a red color object in its mouth. In the background we can see the grass|Dog
dev-228-1-img1|a dog|Dog
dev-276-0-img0|A brown stingray gracefully glides through the light blue water, its tail extending behind. The ray's back is adorned with distinctive brown spots, while its fins and dorsal fin shimmer with a vibrant blue hue. The ray's eyes are large and expressive, and its mouth is open in a relaxed posture. The water reflects the ray's brown hues, creating a serene and visually captivating scene|Stingray
dev-276-0-img0|A brown stingray gracefully glides through the light blue water, its tail extending behind. The ray's back is adorned with distinctive brown spots, while its fins and dorsal fin shimmer with a vibrant blue hue. The ray's eyes are large and expressive, and its mouth is open in a relaxed posture. The water reflects the ray's brown hues, creating a serene and visually captivating scene|Stingray
