img_path|caption
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny.
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny.
dev-227-0-img1|a person's hand holding a dough. In the background we can see a rolling pin, aluminium foil, bowl and a table.
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly.
dev-274-2-img1|a dog with a belt.
dev-274-2-img0|A small, brown sitting puppy with its tongue out. The dog is brown with a black nose and a pink tongue. Its eyes are dark brown, and its ears are floppy. The dog's mouth is open, and its tongue is red. The dog's fur is light brown, and its claws are black. The dog is looking at the camera, and its eyes are black.
dev-274-3-img0|a dog.
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny.
dev-41-0-img1|a dog holding a tin in the mouth. In the background there is grass.
dev-49-2-img1|a dog. In the background there is grass.
dev-521-3-img1|a dog sitting on the snow. In the background we can see trees.
dev-372-0-img0|a dog.
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly.
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly.
dev-227-3-img1|a wooden stick with a metal object on the surface.
dev-295-2-img0|a dog.
dev-254-0-img0|a dog.
dev-274-2-img1|a dog with a belt.
dev-227-3-img0|A wooden rolling pin is flattening a piece of dough on a dark grey countertop. The rolling pin is brown and wooden, with a handle on one end. The dough is white and circular, and the flattened dough is light white. The counter top is granite, and there is white flour on the countertop. The photo has a watermark and a small grey watermark on the side. There is also a small round dough piece cut from the larger piece of dough, and extra flour on the countertop. The dough ball on the table is white, and the pin rolling on the dough is brown. The pin is on dough, and there is a scratch from the rolling pin on the countertop. The flattened dough is next to the rolling pin, and the raw uncooked dough is flat. There is a small white dough crumb on the countertop.
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly.
dev-227-0-img0|a wooden stick and a dough.
dev-609-1-img0|three dogs standing on the ground. Here we can see the grass, stones, fence and a metal object on the right side.
dev-274-2-img1|a dog with a belt.
dev-274-2-img1|a dog with a belt.
dev-274-3-img1|a dog.
dev-892-0-img0|two boats on the grass. In the background we can see plants.
dev-192-1-img1|A small dark grey dog sits comfortably in a watermelon-shaped bowl, its head peeking out. The bowl sits on a brown table in front of a white wall. The dog's ears are perked up, and its black nose is wrinkled. The wall behind the dog is painted white, and the floor is made of wood. A big giraffe stands in the corner of the room. The dog's eyes are bright, and its mouth is slightly open. The dog's ear is visible, and its head is tilted back as if it is looking at something.
dev-192-0-img0|a dog in the watermelon.
dev-632-0-img1|A brown dog sits on the pavement with its tongue hanging out. The dog has a white spot on its chest, a black collar, and brown eyes. The ground is grey. The dog is wearing a collar and is brown in color. The dog's tongue is pink. The dog's ears are pointy and brown. The dog's nose is pink. The dog is sitting on the street.
dev-201-3-img0|a dog on the table. In the background we can see people standing on the floor.
dev-899-1-img0|a dog on the grass.
dev-716-3-img0|A dark brown dog with large ears lies comfortably on a white blanket, its head resting on its paws. The dog has brown eyes and a black nose. A stuffed animal with large brown ears sits beside the pup. The pup's ears are pink inside, and its front paws are on the blanket. The stuffed animal has a white belly and black eyes. The dog is looking directly at the camera, its eyes wide and round. The blanket is white, and the pup's paws are set on the blanket.
dev-192-0-img1|a dog in a watermelon.
dev-144-2-img1|a dog on the ground. We can also see some grass.
dev-288-2-img1|A brown dog sits on green grass with white flowers. The dog has a green left ear, a right eye, and a brown eye. Its collar is red and black, and the dog has a black spot on its coat. The dog's left ear has a chunk missing, and there is a missing chunk of ear on the dog's head. The dog has brown legs and a brown back. The grass is green and short, and there are white flowers on the grass.
